country,date,sector,MtCO2_per_day
India,2022-03-12,Power,3.90243
India,2022-03-12,Residential,0.573993
China,2022-03-12,Industry,10.6541
United States,2022-03-12,International Aviation,0.18604
Japan,2022-03-12,Domestic Aviation,0.0247127
United States,2022-03-12,Power,3.87016
United States,2022-03-12,Industry,2.20929
United States,2022-03-12,Ground Transport,4.5169
United States,2022-03-12,Domestic Aviation,0.394526
United Kingdom,2022-03-12,Residential,0.334548
United Kingdom,2022-03-12,Power,0.205249
United Kingdom,2022-03-12,Industry,0.150721
United Kingdom,2022-03-12,Ground Transport,0.33604
United Kingdom,2022-03-12,Domestic Aviation,0.004214
United Kingdom,2022-03-12,International Aviation,0.0333282
Russia,2022-03-12,Power,2.89934
Japan,2022-03-12,Ground Transport,0.508137
Russia,2022-03-12,Residential,0.990446
Japan,2022-03-12,International Aviation,0.0176107
Japan,2022-03-12,Power,1.43759
Japan,2022-03-12,Residential,0.481374
Japan,2022-03-12,Industry,0.625271
Russia,2022-03-12,Ground Transport,0.628144
Russia,2022-03-12,Industry,1.04396
Russia,2022-03-12,International Aviation,0.00579507
Russia,2022-03-12,Domestic Aviation,0.0402255
Russia,2022-04-01,Residential,0.922449
Japan,2022-04-01,Power,1.4844
Japan,2022-04-01,Residential,0.637296
Russia,2022-04-01,Domestic Aviation,0.0453435
Russia,2022-04-01,Ground Transport,0.554822
Russia,2022-04-01,Industry,0.697984
Russia,2022-04-01,International Aviation,0.00867844
Russia,2022-04-01,Power,2.65369
United Kingdom,2022-04-01,Domestic Aviation,0.00500975
China,2022-04-01,International Aviation,0.0218278
United Kingdom,2022-04-01,Industry,0.0928949
United Kingdom,2022-04-01,International Aviation,0.0256966
United Kingdom,2022-04-01,Power,0.136576
United Kingdom,2022-04-01,Residential,0.366852
United States,2022-04-01,Domestic Aviation,0.480505
United States,2022-04-01,Ground Transport,3.94117
United States,2022-04-01,Industry,2.90252
United States,2022-04-01,International Aviation,0.179907
Japan,2022-04-01,International Aviation,0.010047
United States,2022-04-01,Power,4.20578
United Kingdom,2022-04-01,Ground Transport,0.299384
Japan,2022-04-01,Industry,0.527173
Germany,2022-04-01,International Aviation,0.0221411
Japan,2022-04-01,Domestic Aviation,0.0262299
China,2022-04-01,Domestic Aviation,0.13367
China,2022-04-01,Power,18.1619
China,2022-04-01,Residential,3.51792
France,2022-04-01,Domestic Aviation,0.0066378
France,2022-04-01,Ground Transport,0.337863
France,2022-04-01,Industry,0.111345
France,2022-04-01,International Aviation,0.0153318
France,2022-04-01,Power,0.0940134
France,2022-04-01,Residential,0.277499
Japan,2022-04-01,Ground Transport,0.44942
Germany,2022-04-01,Domestic Aviation,0.00328953
Germany,2022-04-01,Industry,0.299751
Germany,2022-04-01,Power,0.822643
Germany,2022-04-01,Residential,0.512637
India,2022-04-01,Domestic Aviation,0.018198
India,2022-04-01,Ground Transport,0.803503
India,2022-04-01,Industry,2.22676
India,2022-04-01,International Aviation,0.00875335
India,2022-04-01,Power,3.78239
India,2022-04-01,Residential,1.39566
Germany,2022-04-01,Ground Transport,0.403051
United States,2022-04-01,Residential,3.40126
China,2022-04-01,Ground Transport,2.5713
China,2022-04-01,Industry,11.423
China,2022-04-02,Domestic Aviation,0.136962
India,2022-04-02,Power,3.8459
India,2022-04-02,International Aviation,0.00898754
India,2022-04-02,Industry,2.18858
India,2022-04-02,Ground Transport,0.820042
India,2022-04-02,Domestic Aviation,0.0122325
Germany,2022-04-02,Residential,0.566626
Germany,2022-04-02,Power,0.650413
Germany,2022-04-02,International Aviation,0.0224534
Germany,2022-04-02,Industry,0.354008
Germany,2022-04-02,Domestic Aviation,0.0040705
France,2022-04-02,Residential,0.323316
France,2022-04-02,Power,0.124663
France,2022-04-02,International Aviation,0.0138847
France,2022-04-02,Industry,0.195252
France,2022-04-02,Ground Transport,0.349707
France,2022-04-02,Domestic Aviation,0.00645704
China,2022-04-02,Residential,4.16001
China,2022-04-02,Power,11.2335
China,2022-04-02,International Aviation,0.0202041
China,2022-04-02,Industry,6.86186
India,2022-04-02,Residential,1.66569
Japan,2022-04-02,Domestic Aviation,0.0172116
Germany,2022-04-02,Ground Transport,0.426514
Japan,2022-04-02,Ground Transport,0.488347
United States,2022-04-02,Power,4.93005
United States,2022-04-02,Residential,3.47128
United States,2022-04-02,Industry,2.98173
United States,2022-04-02,Ground Transport,4.18289
United States,2022-04-02,Domestic Aviation,0.373619
United Kingdom,2022-04-02,Residential,0.345199
United Kingdom,2022-04-02,Power,0.126686
United Kingdom,2022-04-02,International Aviation,0.0225213
United Kingdom,2022-04-02,Industry,0.159128
United Kingdom,2022-04-02,Ground Transport,0.341992
United Kingdom,2022-04-02,Domestic Aviation,0.00569481
United States,2022-04-02,International Aviation,0.151345
Russia,2022-04-02,Residential,0.84912
Japan,2022-04-02,Industry,0.755099
Japan,2022-04-02,International Aviation,0.0118492
Japan,2022-04-02,Power,1.84938
Japan,2022-04-02,Residential,0.667748
China,2022-04-02,Ground Transport,2.1715
Russia,2022-04-02,Ground Transport,0.656296
Russia,2022-04-02,Industry,0.865003
Russia,2022-04-02,International Aviation,0.00843333
Russia,2022-04-02,Power,2.85604
Russia,2022-04-02,Domestic Aviation,0.0427062
Japan,2022-04-03,Ground Transport,0.502246
Japan,2022-04-03,Industry,0.899431
Japan,2022-04-03,International Aviation,0.012337
Japan,2022-04-03,Power,1.65316
Japan,2022-04-03,Residential,0.531431
Russia,2022-04-03,Domestic Aviation,0.0394038
Russia,2022-04-03,Ground Transport,0.690872
Russia,2022-04-03,Industry,0.846788
Russia,2022-04-03,International Aviation,0.00604275
Russia,2022-04-03,Power,2.61495
Russia,2022-04-03,Residential,0.729307
United Kingdom,2022-04-03,Ground Transport,0.340023
United Kingdom,2022-04-03,Industry,0.22859
United Kingdom,2022-04-03,International Aviation,0.0256036
Japan,2022-04-03,Domestic Aviation,0.018629
United Kingdom,2022-04-03,Residential,0.321933
United States,2022-04-03,Domestic Aviation,0.465378
United States,2022-04-03,Ground Transport,5.07315
United States,2022-04-03,Industry,2.59286
United States,2022-04-03,International Aviation,0.16701
United States,2022-04-03,Power,3.33955
United States,2022-04-03,Residential,2.44772
United Kingdom,2022-04-03,Domestic Aviation,0.00644444
United Kingdom,2022-04-03,Power,0.248843
India,2022-04-03,Power,3.92639
India,2022-04-03,International Aviation,0.00956291
India,2022-04-03,Residential,0.412373
China,2022-04-03,Domestic Aviation,0.120102
China,2022-04-03,Ground Transport,2.55141
China,2022-04-03,Industry,11.7256
China,2022-04-03,International Aviation,0.0252353
China,2022-04-03,Power,13.5831
France,2022-04-03,Domestic Aviation,0.00669239
France,2022-04-03,Ground Transport,0.35149
France,2022-04-03,Industry,0.187624
France,2022-04-03,International Aviation,0.0167533
China,2022-04-03,Residential,2.38456
France,2022-04-03,Residential,0.300723
Germany,2022-04-03,Domestic Aviation,0.0050921
Germany,2022-04-03,Ground Transport,0.432158
Germany,2022-04-03,Industry,0.390747
India,2022-04-03,Industry,2.14285
Germany,2022-04-03,International Aviation,0.024046
Germany,2022-04-03,Power,0.929074
Germany,2022-04-03,Residential,0.724914
India,2022-04-03,Domestic Aviation,0.017152
India,2022-04-03,Ground Transport,0.841796
France,2022-04-03,Power,0.120531
Russia,2022-04-04,Power,2.36607
Russia,2022-04-04,International Aviation,0.00205826
Russia,2022-04-04,Industry,0.877068
Japan,2022-04-04,International Aviation,0.00923276
Russia,2022-04-04,Domestic Aviation,0.0339006
Japan,2022-04-04,Residential,0.411166
Japan,2022-04-04,Power,1.35569
Russia,2022-04-04,Residential,0.570273
Russia,2022-04-04,Ground Transport,0.679014
United Kingdom,2022-04-04,Domestic Aviation,0.00715193
United States,2022-04-04,Residential,1.60826
United Kingdom,2022-04-04,Industry,0.119948
United Kingdom,2022-04-04,International Aviation,0.0306355
United Kingdom,2022-04-04,Power,0.149103
United Kingdom,2022-04-04,Residential,0.259321
United States,2022-04-04,Domestic Aviation,0.391353
United States,2022-04-04,Ground Transport,4.28823
United States,2022-04-04,Industry,2.60587
United States,2022-04-04,International Aviation,0.175606
United States,2022-04-04,Power,3.24146
Japan,2022-04-04,Industry,0.826794
United Kingdom,2022-04-04,Ground Transport,0.328961
Japan,2022-04-04,Ground Transport,0.49019
Germany,2022-04-04,Ground Transport,0.439911
India,2022-04-04,Power,4.29958
China,2022-04-04,Domestic Aviation,0.0247755
China,2022-04-04,Ground Transport,2.33683
China,2022-04-04,Industry,12.7361
China,2022-04-04,International Aviation,0.0184054
China,2022-04-04,Power,12.0601
China,2022-04-04,Residential,1.87175
France,2022-04-04,Domestic Aviation,0.00554158
France,2022-04-04,Ground Transport,0.345842
France,2022-04-04,Industry,0.245298
France,2022-04-04,International Aviation,0.0168176
France,2022-04-04,Power,0.125673
France,2022-04-04,Residential,0.360316
Germany,2022-04-04,Domestic Aviation,0.00533256
Germany,2022-04-04,Industry,0.246979
Germany,2022-04-04,International Aviation,0.0261727
Germany,2022-04-04,Power,0.515298
Germany,2022-04-04,Residential,0.650607
India,2022-04-04,Domestic Aviation,0.0173115
India,2022-04-04,Ground Transport,0.830626
India,2022-04-04,Industry,2.07524
India,2022-04-04,International Aviation,0.00995437
India,2022-04-04,Residential,0.315709
Japan,2022-04-04,Domestic Aviation,0.0212585
China,2022-04-05,Domestic Aviation,0.0584193
United States,2022-04-05,Power,4.09456
Japan,2022-04-05,Industry,0.416831
Japan,2022-04-05,International Aviation,0.0107811
Japan,2022-04-05,Power,0.72476
Japan,2022-04-05,Residential,0.161033
Russia,2022-04-05,Domestic Aviation,0.0408338
Russia,2022-04-05,Ground Transport,0.660426
Russia,2022-04-05,Industry,0.797737
Russia,2022-04-05,International Aviation,0.00295226
Russia,2022-04-05,Power,1.91919
Japan,2022-04-05,Ground Transport,0.459333
Russia,2022-04-05,Residential,0.380094
United Kingdom,2022-04-05,Ground Transport,0.343687
United Kingdom,2022-04-05,Industry,0.222177
United Kingdom,2022-04-05,International Aviation,0.0341352
United Kingdom,2022-04-05,Power,0.278194
United Kingdom,2022-04-05,Residential,0.218752
United States,2022-04-05,Domestic Aviation,0.420674
United States,2022-04-05,Ground Transport,4.68311
United States,2022-04-05,Industry,2.85489
United States,2022-04-05,International Aviation,0.17072
United Kingdom,2022-04-05,Domestic Aviation,0.00676088
Japan,2022-04-05,Domestic Aviation,0.0257357
United States,2022-04-05,Residential,1.25214
India,2022-04-05,Power,4.26556
China,2022-04-05,Ground Transport,2.20234
China,2022-04-05,Industry,11.742
China,2022-04-05,International Aviation,0.0204786
China,2022-04-05,Power,10.8147
China,2022-04-05,Residential,1.37723
France,2022-04-05,Domestic Aviation,0.00599655
India,2022-04-05,Residential,0.310428
France,2022-04-05,Industry,0.220473
France,2022-04-05,International Aviation,0.0179896
France,2022-04-05,Power,0.0942381
France,2022-04-05,Ground Transport,0.349596
Germany,2022-04-05,Domestic Aviation,0.00581823
France,2022-04-05,Residential,0.186406
India,2022-04-05,Industry,2.17902
India,2022-04-05,Ground Transport,0.817616
India,2022-04-05,Domestic Aviation,0.0185029
India,2022-04-05,International Aviation,0.0112122
Germany,2022-04-05,Power,0.770642
Germany,2022-04-05,International Aviation,0.0279655
Germany,2022-04-05,Industry,0.45529
Germany,2022-04-05,Ground Transport,0.448177
Germany,2022-04-05,Residential,0.309003
Japan,2022-04-06,Industry,0.561184
Japan,2022-04-06,International Aviation,0.0127892
Japan,2022-04-06,Power,1.00251
Japan,2022-04-06,Residential,0.144754
Russia,2022-04-06,Domestic Aviation,0.0535454
Russia,2022-04-06,Ground Transport,0.55348
Russia,2022-04-06,Industry,0.828171
Russia,2022-04-06,International Aviation,0.00392357
Russia,2022-04-06,Power,1.76992
United States,2022-04-06,International Aviation,0.19396
United Kingdom,2022-04-06,Domestic Aviation,0.00375139
United Kingdom,2022-04-06,Ground Transport,0.292867
United Kingdom,2022-04-06,Industry,0.12689
United Kingdom,2022-04-06,International Aviation,0.0380657
United Kingdom,2022-04-06,Power,0.140558
United Kingdom,2022-04-06,Residential,0.199155
United States,2022-04-06,Domestic Aviation,0.393612
United States,2022-04-06,Ground Transport,4.05277
United States,2022-04-06,Industry,2.59136
Japan,2022-04-06,Ground Transport,0.482686
Russia,2022-04-06,Residential,0.203323
Japan,2022-04-06,Domestic Aviation,0.0233404
France,2022-04-06,Residential,0.0899396
India,2022-04-06,International Aviation,0.012095
United States,2022-04-06,Power,4.50815
China,2022-04-06,Domestic Aviation,0.0627001
China,2022-04-06,Ground Transport,2.13479
China,2022-04-06,Industry,11.0417
China,2022-04-06,International Aviation,0.0229142
China,2022-04-06,Power,11.537
China,2022-04-06,Residential,1.40417
France,2022-04-06,Domestic Aviation,0.00579803
France,2022-04-06,Ground Transport,0.321939
France,2022-04-06,Industry,0.138261
France,2022-04-06,International Aviation,0.0219717
France,2022-04-06,Power,0.0469391
Germany,2022-04-06,Domestic Aviation,0.00388513
Germany,2022-04-06,Ground Transport,0.39541
Germany,2022-04-06,Industry,0.277589
Germany,2022-04-06,International Aviation,0.0318985
Germany,2022-04-06,Power,0.505613
Germany,2022-04-06,Residential,0.0966507
India,2022-04-06,Domestic Aviation,0.0189978
India,2022-04-06,Ground Transport,0.81173
India,2022-04-06,Industry,2.25231
India,2022-04-06,Power,4.23734
United States,2022-04-06,Residential,0.977036
India,2022-04-06,Residential,0.281609
China,2022-04-07,Ground Transport,2.5239
India,2022-04-07,Power,3.79411
India,2022-04-07,International Aviation,0.0115378
India,2022-04-07,Industry,2.21609
India,2022-04-07,Ground Transport,0.828519
India,2022-04-07,Domestic Aviation,0.0171365
Germany,2022-04-07,Residential,0.0778745
Germany,2022-04-07,Power,0.690943
Germany,2022-04-07,International Aviation,0.0322202
Germany,2022-04-07,Ground Transport,0.435154
Germany,2022-04-07,Domestic Aviation,0.00444928
France,2022-04-07,Residential,0.0928712
France,2022-04-07,Power,0.0660477
France,2022-04-07,International Aviation,0.0218187
France,2022-04-07,Industry,0.134941
France,2022-04-07,Ground Transport,0.343762
France,2022-04-07,Domestic Aviation,0.00714746
China,2022-04-07,Residential,1.32711
China,2022-04-07,Power,14.2908
China,2022-04-07,International Aviation,0.0206304
China,2022-04-07,Industry,9.92643
China,2022-04-07,Domestic Aviation,0.140154
India,2022-04-07,Residential,0.256369
Japan,2022-04-07,Domestic Aviation,0.0241306
Germany,2022-04-07,Industry,0.315083
Japan,2022-04-07,Industry,0.737478
Japan,2022-04-07,Ground Transport,0.499448
United States,2022-04-07,Power,4.94714
United States,2022-04-07,International Aviation,0.19913
United States,2022-04-07,Industry,2.31014
United States,2022-04-07,Ground Transport,2.27813
United States,2022-04-07,Domestic Aviation,0.371499
United Kingdom,2022-04-07,Residential,0.160273
United Kingdom,2022-04-07,Power,0.167243
United Kingdom,2022-04-07,International Aviation,0.0386255
United Kingdom,2022-04-07,Industry,0.121616
United Kingdom,2022-04-07,Ground Transport,0.323946
United States,2022-04-07,Residential,0.903031
Russia,2022-04-07,Residential,0.127352
Russia,2022-04-07,Power,1.7922
Russia,2022-04-07,International Aviation,0.00470853
Russia,2022-04-07,Industry,0.787848
Russia,2022-04-07,Ground Transport,0.658278
Russia,2022-04-07,Domestic Aviation,0.0638654
Japan,2022-04-07,Residential,0.113334
Japan,2022-04-07,Power,1.6233
Japan,2022-04-07,International Aviation,0.0109863
United Kingdom,2022-04-07,Domestic Aviation,0.00743416
Japan,2022-04-08,Domestic Aviation,0.0244055
Russia,2022-04-08,Industry,0.852321
Russia,2022-04-08,Ground Transport,0.65741
Russia,2022-04-08,Domestic Aviation,0.0641988
Japan,2022-04-08,Ground Transport,0.498997
Japan,2022-04-08,Power,1.77132
Japan,2022-04-08,International Aviation,0.0139826
Japan,2022-04-08,Industry,0.754937
Russia,2022-04-08,International Aviation,0.0051096
Japan,2022-04-08,Residential,0.113523
Russia,2022-04-08,Power,2.05257
United Kingdom,2022-04-08,International Aviation,0.0399015
United Kingdom,2022-04-08,Domestic Aviation,0.00765272
United Kingdom,2022-04-08,Ground Transport,0.329644
United Kingdom,2022-04-08,Industry,0.181026
United Kingdom,2022-04-08,Power,0.255059
United Kingdom,2022-04-08,Residential,0.135498
United States,2022-04-08,Domestic Aviation,0.437812
United States,2022-04-08,Ground Transport,4.41512
United States,2022-04-08,International Aviation,0.201152
United States,2022-04-08,Industry,3.02541
Russia,2022-04-08,Residential,0.105017
India,2022-04-08,Residential,0.258597
India,2022-04-08,Power,3.81175
India,2022-04-08,Industry,2.1745
United States,2022-04-08,Residential,0.888995
China,2022-04-08,Domestic Aviation,0.153486
China,2022-04-08,Ground Transport,2.52733
China,2022-04-08,Industry,11.8922
China,2022-04-08,International Aviation,0.0213078
China,2022-04-08,Power,18.203
China,2022-04-08,Residential,1.32455
France,2022-04-08,Domestic Aviation,0.00737458
France,2022-04-08,Ground Transport,0.298637
India,2022-04-08,International Aviation,0.0128028
France,2022-04-08,Industry,0.136419
France,2022-04-08,Power,0.0762118
France,2022-04-08,Residential,0.0850853
Germany,2022-04-08,Domestic Aviation,0.00466959
Germany,2022-04-08,Ground Transport,0.419998
Germany,2022-04-08,Industry,0.311579
Germany,2022-04-08,International Aviation,0.0323015
Germany,2022-04-08,Power,0.705408
Germany,2022-04-08,Residential,0.0704688
India,2022-04-08,Domestic Aviation,0.0164162
India,2022-04-08,Ground Transport,0.835486
France,2022-04-08,International Aviation,0.0235893
United States,2022-04-08,Power,6.2263
China,2022-04-09,Ground Transport,2.41907
China,2022-04-09,Domestic Aviation,0.0750423
Japan,2022-04-09,Ground Transport,0.437285
Russia,2022-04-09,Domestic Aviation,0.0678699
Russia,2022-04-09,Ground Transport,0.410859
Russia,2022-04-09,Industry,0.802915
Russia,2022-04-09,International Aviation,0.00540307
Russia,2022-04-09,Power,1.88465
Russia,2022-04-09,Residential,0.29008
United Kingdom,2022-04-09,Domestic Aviation,0.00570142
United Kingdom,2022-04-09,Ground Transport,0.306157
United Kingdom,2022-04-09,Industry,0.130307
United Kingdom,2022-04-09,International Aviation,0.0399144
United Kingdom,2022-04-09,Power,0.167513
United Kingdom,2022-04-09,Residential,0.112593
United States,2022-04-09,Domestic Aviation,0.352712
United States,2022-04-09,Ground Transport,3.52477
United States,2022-04-09,Industry,3.17766
United States,2022-04-09,International Aviation,0.191273
United States,2022-04-09,Power,5.30976
United States,2022-04-09,Residential,0.92384
China,2022-04-09,International Aviation,0.023029
Japan,2022-04-09,Residential,0.117155
China,2022-04-09,Industry,12.6221
Japan,2022-04-09,Power,1.21465
Japan,2022-04-09,Industry,0.648643
France,2022-04-09,Ground Transport,0.28268
France,2022-04-09,Industry,0.189428
France,2022-04-09,International Aviation,0.0226254
France,2022-04-09,Power,0.0823561
France,2022-04-09,Residential,0.0881252
Germany,2022-04-09,Domestic Aviation,0.0042067
Germany,2022-04-09,Ground Transport,0.368372
Germany,2022-04-09,Industry,0.286135
Germany,2022-04-09,International Aviation,0.0325836
Germany,2022-04-09,Power,0.564117
Germany,2022-04-09,Residential,0.0789224
India,2022-04-09,Domestic Aviation,0.0180017
India,2022-04-09,Ground Transport,0.764625
India,2022-04-09,Industry,2.18498
India,2022-04-09,International Aviation,0.0131019
India,2022-04-09,Power,3.73461
India,2022-04-09,Residential,0.273691
Japan,2022-04-09,Domestic Aviation,0.0213298
China,2022-04-09,Power,14.6323
Japan,2022-04-09,International Aviation,0.0144207
France,2022-04-09,Domestic Aviation,0.00644164
China,2022-04-09,Residential,1.4197
China,2022-04-10,Domestic Aviation,0.0737059
Japan,2022-04-10,International Aviation,0.0126891
Japan,2022-04-10,Power,1.4454
Japan,2022-04-10,Residential,0.118257
Russia,2022-04-10,Domestic Aviation,0.0500325
Russia,2022-04-10,Ground Transport,0.678644
Russia,2022-04-10,Industry,0.849021
Russia,2022-04-10,International Aviation,0.00619875
Russia,2022-04-10,Power,2.16678
Russia,2022-04-10,Residential,0.359561
United Kingdom,2022-04-10,Domestic Aviation,0.0070865
United Kingdom,2022-04-10,Ground Transport,0.3449
United Kingdom,2022-04-10,Industry,0.154735
United Kingdom,2022-04-10,International Aviation,0.0358779
United Kingdom,2022-04-10,Power,0.164786
United Kingdom,2022-04-10,Residential,0.155707
United States,2022-04-10,Domestic Aviation,0.417822
United States,2022-04-10,Ground Transport,4.6155
United States,2022-04-10,Industry,2.98419
United States,2022-04-10,International Aviation,0.177165
Japan,2022-04-10,Industry,0.801721
Japan,2022-04-10,Ground Transport,0.504899
Japan,2022-04-10,Domestic Aviation,0.0249819
India,2022-04-10,Residential,0.288591
China,2022-04-10,International Aviation,0.019921
China,2022-04-10,Power,12.3258
China,2022-04-10,Residential,2.1057
France,2022-04-10,Domestic Aviation,0.00528783
France,2022-04-10,Ground Transport,0.354656
France,2022-04-10,Industry,0.179287
France,2022-04-10,International Aviation,0.0206996
France,2022-04-10,Power,0.095448
France,2022-04-10,Residential,0.180664
China,2022-04-10,Industry,11.5692
Germany,2022-04-10,Domestic Aviation,0.00553765
Germany,2022-04-10,Industry,0.352043
Germany,2022-04-10,International Aviation,0.030393
Germany,2022-04-10,Power,0.668229
Germany,2022-04-10,Residential,0.327234
India,2022-04-10,Domestic Aviation,0.0184634
India,2022-04-10,Ground Transport,0.826682
India,2022-04-10,Industry,2.11699
India,2022-04-10,International Aviation,0.0115209
India,2022-04-10,Power,3.5887
Germany,2022-04-10,Ground Transport,0.439414
China,2022-04-10,Ground Transport,2.48583
United States,2022-04-10,Power,4.12921
United States,2022-04-10,Residential,1.21735
United States,2022-04-11,Residential,1.35493
India,2022-04-11,Power,3.58086
India,2022-04-11,International Aviation,0.0134861
India,2022-04-11,Industry,2.10511
India,2022-04-11,Ground Transport,0.814949
India,2022-04-11,Domestic Aviation,0.0184976
Germany,2022-04-11,Residential,0.429396
Germany,2022-04-11,Power,0.703473
Germany,2022-04-11,International Aviation,0.0290061
Germany,2022-04-11,Industry,0.346965
India,2022-04-11,Residential,0.351443
Germany,2022-04-11,Ground Transport,0.448838
France,2022-04-11,Residential,0.261857
France,2022-04-11,Power,0.112078
France,2022-04-11,International Aviation,0.0196307
France,2022-04-11,Industry,0.176648
France,2022-04-11,Ground Transport,0.350679
France,2022-04-11,Domestic Aviation,0.00678202
China,2022-04-11,Residential,2.45294
China,2022-04-11,Power,13.7058
China,2022-04-11,International Aviation,0.0239385
China,2022-04-11,Industry,10.9055
Germany,2022-04-11,Domestic Aviation,0.00570268
China,2022-04-11,Domestic Aviation,0.0733928
Japan,2022-04-11,Domestic Aviation,0.0247606
Japan,2022-04-11,Industry,0.707908
United States,2022-04-11,Power,3.44952
United States,2022-04-11,International Aviation,0.176518
United States,2022-04-11,Industry,2.48198
United States,2022-04-11,Ground Transport,4.60288
United States,2022-04-11,Domestic Aviation,0.427837
United Kingdom,2022-04-11,Residential,0.29727
United Kingdom,2022-04-11,Power,0.194207
United Kingdom,2022-04-11,International Aviation,0.0340535
Japan,2022-04-11,Ground Transport,0.515552
United Kingdom,2022-04-11,Ground Transport,0.346402
United Kingdom,2022-04-11,Industry,0.173065
Russia,2022-04-11,Residential,0.62345
Russia,2022-04-11,Power,2.41621
Russia,2022-04-11,International Aviation,0.00514225
Russia,2022-04-11,Industry,0.882598
Russia,2022-04-11,Ground Transport,0.589582
Russia,2022-04-11,Domestic Aviation,0.0433076
Japan,2022-04-11,Residential,0.297929
Japan,2022-04-11,Power,1.27718
Japan,2022-04-11,International Aviation,0.0161178
United Kingdom,2022-04-11,Domestic Aviation,0.00781857
China,2022-04-11,Ground Transport,2.52376
China,2022-04-12,Domestic Aviation,0.0537612
China,2022-04-12,Industry,10.7101
China,2022-04-12,International Aviation,0.0237678
United Kingdom,2022-04-12,Domestic Aviation,0.00505045
Japan,2022-04-12,Power,1.33913
Japan,2022-04-12,Residential,0.44904
Russia,2022-04-12,Ground Transport,0.559496
Russia,2022-04-12,Industry,1.02978
Russia,2022-04-12,International Aviation,0.00589599
Russia,2022-04-12,Power,2.85995
Russia,2022-04-12,Residential,0.987662
United Kingdom,2022-04-12,Ground Transport,0.311482
United Kingdom,2022-04-12,Industry,0.130148
United Kingdom,2022-04-12,International Aviation,0.0360005
United Kingdom,2022-04-12,Power,0.177233
United Kingdom,2022-04-12,Residential,0.348406
United States,2022-04-12,Domestic Aviation,0.382483
United States,2022-04-12,Ground Transport,3.74259
United States,2022-04-12,Industry,2.27981
United States,2022-04-12,International Aviation,0.188026
United States,2022-04-12,Power,3.99369
United States,2022-04-12,Residential,2.09018
China,2022-04-12,Ground Transport,2.37529
Japan,2022-04-12,International Aviation,0.0174385
Japan,2022-04-12,Industry,0.582443
Russia,2022-04-12,Domestic Aviation,0.0396551
Japan,2022-04-12,Domestic Aviation,0.0248211
China,2022-04-12,Power,16.0086
China,2022-04-12,Residential,3.75571
France,2022-04-12,Domestic Aviation,0.00552134
France,2022-04-12,Ground Transport,0.299266
France,2022-04-12,Industry,0.17664
France,2022-04-12,International Aviation,0.0200525
France,2022-04-12,Power,0.129172
Japan,2022-04-12,Ground Transport,0.478425
Germany,2022-04-12,Domestic Aviation,0.00380183
Germany,2022-04-12,Ground Transport,0.350258
Germany,2022-04-12,Industry,0.337595
France,2022-04-12,Residential,0.386733
India,2022-04-12,Residential,0.634351
Germany,2022-04-12,Power,0.863677
Germany,2022-04-12,Residential,0.721941
India,2022-04-12,Domestic Aviation,0.0189388
India,2022-04-12,Ground Transport,0.70648
India,2022-04-12,Industry,2.0773
India,2022-04-12,International Aviation,0.0146273
India,2022-04-12,Power,3.74236
Germany,2022-04-12,International Aviation,0.0274058
Germany,2022-05-01,Domestic Aviation,0.00340998
Germany,2022-05-01,Ground Transport,0.39944
Germany,2022-05-01,Industry,0.246068
Germany,2022-05-01,International Aviation,0.0230402
India,2022-05-01,Ground Transport,0.804342
Germany,2022-05-01,Residential,0.671697
India,2022-05-01,Domestic Aviation,0.017487
France,2022-05-01,Residential,0.380542
Germany,2022-05-01,Power,0.675315
France,2022-05-01,Power,0.098395
India,2022-05-01,Residential,1.35274
France,2022-05-01,Industry,0.116534
France,2022-05-01,Ground Transport,0.326849
France,2022-05-01,Domestic Aviation,0.00634575
China,2022-05-01,Residential,3.57559
China,2022-05-01,Power,18.3086
China,2022-05-01,International Aviation,0.0252189
China,2022-05-01,Industry,11.5153
China,2022-05-01,Ground Transport,2.57994
China,2022-05-01,Domestic Aviation,0.13271
India,2022-05-01,Industry,2.21586
France,2022-05-01,International Aviation,0.0142128
India,2022-05-01,International Aviation,0.00930053
United States,2022-05-01,Power,4.12435
Japan,2022-05-01,Domestic Aviation,0.0242074
United States,2022-05-01,International Aviation,0.174375
United States,2022-05-01,Industry,2.90238
United States,2022-05-01,Ground Transport,4.14985
United States,2022-05-01,Domestic Aviation,0.451612
United Kingdom,2022-05-01,Residential,0.380829
United Kingdom,2022-05-01,Power,0.182091
United Kingdom,2022-05-01,International Aviation,0.0256784
United Kingdom,2022-05-01,Industry,0.123853
United Kingdom,2022-05-01,Ground Transport,0.313205
India,2022-05-01,Power,3.76388
United Kingdom,2022-05-01,Domestic Aviation,0.00529626
Russia,2022-05-01,Power,2.70765
Russia,2022-05-01,International Aviation,0.0101459
Russia,2022-05-01,Industry,0.712178
Russia,2022-05-01,Ground Transport,0.593671
Russia,2022-05-01,Domestic Aviation,0.0469322
Japan,2022-05-01,Residential,0.667034
Japan,2022-05-01,Power,1.74822
Japan,2022-05-01,International Aviation,0.0122076
Japan,2022-05-01,Industry,0.620867
Russia,2022-05-01,Residential,0.90782
United States,2022-05-01,Residential,2.94439
Japan,2022-05-01,Ground Transport,0.484341
China,2022-05-02,Domestic Aviation,0.158494
Japan,2022-05-02,International Aviation,0.0114327
Japan,2022-05-02,Power,1.7357
Japan,2022-05-02,Residential,0.737608
Russia,2022-05-02,Domestic Aviation,0.0395341
Russia,2022-05-02,Ground Transport,0.527727
